timestamp,site_code,line_code,equip_code,kwh,kw_demand,kvarh
2025-05-01 00:00:00,SC01,L1,E01,4.73,4.783,1.214
2025-05-01 01:00:00,SC01,L1,E01,4.333,2.637,1.112
2025-05-01 02:00:00,SC01,L1,E01,4.258,4.849,1.092
2025-05-01 03:00:00,SC01,L1,E01,3.632,3.411,0.932
2025-05-01 04:00:00,SC01,L1,E01,4.328,4.365,1.11
2025-05-01 05:00:00,SC01,L1,E01,2.593,2.0,0.665
2025-05-01 06:00:00,SC01,L1,E01,4.422,4.605,1.135
2025-05-01 07:00:00,SC01,L1,E01,5.285,7.311,1.356
2025-05-01 08:00:00,SC01,L1,E01,2.835,1.868,0.727
2025-05-01 09:00:00,SC01,L1,E01,3.922,3.244,1.006
2025-05-01 10:00:00,SC01,L1,E01,3.548,2.818,0.91
2025-05-01 11:00:00,SC01,L1,E01,3.038,2.427,0.779
2025-05-01 12:00:00,SC01,L1,E01,2.605,2.352,0.668
2025-05-01 13:00:00,SC01,L1,E01,3.303,4.143,0.847
2025-05-01 14:00:00,SC01,L1,E01,4.053,5.392,1.04
2025-05-01 15:00:00,SC01,L1,E01,5.167,3.936,1.325
2025-05-01 16:00:00,SC01,L1,E01,3.029,3.133,0.777
2025-05-01 17:00:00,SC01,L1,E01,4.483,4.974,1.15
2025-05-01 18:00:00,SC01,L1,E01,4.423,4.5,1.135
2025-05-01 19:00:00,SC01,L1,E01,5.585,5.29,1.433
2025-05-01 20:00:00,SC01,L1,E01,4.704,3.545,1.207
2025-05-01 21:00:00,SC01,L1,E01,4.75,4.705,1.219
2025-05-01 22:00:00,SC01,L1,E01,4.807,4.427,1.233
2025-05-01 23:00:00,SC01,L1,E01,3.508,4.337,0.9
2025-05-02 00:00:00,SC01,L1,E01,3.789,4.588,0.972
2025-05-02 01:00:00,SC01,L1,E01,5.141,3.636,1.319
2025-05-02 02:00:00,SC01,L1,E01,2.607,1.749,0.669
2025-05-02 03:00:00,SC01,L1,E01,3.701,4.91,0.95
2025-05-02 04:00:00,SC01,L1,E01,3.183,3.273,0.816
2025-05-02 05:00:00,SC01,L1,E01,4.435,5.704,1.138
2025-05-02 06:00:00,SC01,L1,E01,3.91,2.528,1.003
2025-05-02 07:00:00,SC01,L1,E01,4.748,4.849,1.218
2025-05-02 08:00:00,SC01,L1,E01,4.16,4.291,1.067
2025-05-02 09:00:00,SC01,L1,E01,3.01,3.879,0.772
2025-05-02 10:00:00,SC01,L1,E01,3.047,2.066,0.782
2025-05-02 11:00:00,SC01,L1,E01,4.242,3.361,1.088
