timestamp,site_code,line_code,equip_code,kwh,kw_demand,kvarh
2025-07-01 00:00:00,SC01,L1,E01,4.576,4.058,1.174
2025-07-01 01:00:00,SC01,L1,E01,3.469,2.471,0.89
2025-07-01 02:00:00,SC01,L1,E01,4.443,3.823,1.14
2025-07-01 03:00:00,SC01,L1,E01,4.701,2.935,1.206
2025-07-01 04:00:00,SC01,L1,E01,4.214,2.598,1.081
2025-07-01 05:00:00,SC01,L1,E01,4.274,3.917,1.096
2025-07-01 06:00:00,SC01,L1,E01,4.602,6.226,1.181
2025-07-01 07:00:00,SC01,L1,E01,4.023,5.218,1.032
2025-07-01 08:00:00,SC01,L1,E01,4.959,5.004,1.272
2025-07-01 09:00:00,SC01,L1,E01,5.344,5.623,1.371
2025-07-01 10:00:00,SC01,L1,E01,3.507,2.121,0.9
2025-07-01 11:00:00,SC01,L1,E01,5.661,4.372,1.452
2025-07-01 12:00:00,SC01,L1,E01,4.004,2.482,1.027
2025-07-01 13:00:00,SC01,L1,E01,5.843,7.032,1.499
2025-07-01 14:00:00,SC01,L1,E01,4.015,2.877,1.03
2025-07-01 15:00:00,SC01,L1,E01,4.813,6.234,1.235
2025-07-01 16:00:00,SC01,L1,E01,4.809,5.36,1.234
2025-07-01 17:00:00,SC01,L1,E01,3.937,3.085,1.01
2025-07-01 18:00:00,SC01,L1,E01,4.305,3.126,1.105
2025-07-01 19:00:00,SC01,L1,E01,5.399,5.95,1.385
2025-07-01 20:00:00,SC01,L1,E01,3.989,5.269,1.023
2025-07-01 21:00:00,SC01,L1,E01,3.913,4.597,1.004
2025-07-01 22:00:00,SC01,L1,E01,3.324,2.922,0.853
2025-07-01 23:00:00,SC01,L1,E01,5.501,5.886,1.411
2025-07-02 00:00:00,SC01,L1,E01,3.863,3.278,0.991
2025-07-02 01:00:00,SC01,L1,E01,5.207,7.287,1.336
2025-07-02 02:00:00,SC01,L1,E01,3.766,4.516,0.966
2025-07-02 03:00:00,SC01,L1,E01,5.182,5.656,1.329
2025-07-02 04:00:00,SC01,L1,E01,4.893,4.592,1.255
2025-07-02 05:00:00,SC01,L1,E01,4.064,4.449,1.043
2025-07-02 06:00:00,SC01,L1,E01,3.66,3.196,0.939
2025-07-02 07:00:00,SC01,L1,E01,3.725,2.321,0.956
2025-07-02 08:00:00,SC01,L1,E01,3.715,3.403,0.953
2025-07-02 09:00:00,SC01,L1,E01,5.099,6.856,1.308
2025-07-02 10:00:00,SC01,L1,E01,4.375,4.818,1.123
2025-07-02 11:00:00,SC01,L1,E01,3.355,2.238,0.861
2025-07-02 12:00:00,SC01,L1,E01,4.046,5.292,1.038
2025-07-02 13:00:00,SC01,L1,E01,4.142,3.376,1.063
2025-07-02 14:00:00,SC01,L1,E01,2.536,2.016,0.651
2025-07-02 15:00:00,SC01,L1,E01,4.09,3.426,1.049
2025-07-02 16:00:00,SC01,L1,E01,4.826,5.124,1.238
2025-07-02 17:00:00,SC01,L1,E01,4.137,4.285,1.061
2025-07-02 18:00:00,SC01,L1,E01,4.451,4.42,1.142
2025-07-02 19:00:00,SC01,L1,E01,4.635,5.441,1.189
2025-07-02 20:00:00,SC01,L1,E01,3.973,3.39,1.019
2025-07-02 21:00:00,SC01,L1,E01,4.832,5.922,1.24
2025-07-02 22:00:00,SC01,L1,E01,5.413,4.007,1.389
2025-07-02 23:00:00,SC01,L1,E01,3.028,3.713,0.777
2025-07-03 00:00:00,SC01,L1,E01,3.971,4.492,1.019
2025-07-03 01:00:00,SC01,L1,E01,6.111,7.007,1.568
2025-07-03 02:00:00,SC01,L1,E01,4.384,4.319,1.125
2025-07-03 03:00:00,SC01,L1,E01,4.219,4.783,1.082
2025-07-03 04:00:00,SC01,L1,E01,4.041,2.682,1.037
2025-07-03 05:00:00,SC01,L1,E01,5.267,6.748,1.351
2025-07-03 06:00:00,SC01,L1,E01,3.496,2.253,0.897
2025-07-03 07:00:00,SC01,L1,E01,4.988,3.586,1.28
2025-07-03 08:00:00,SC01,L1,E01,4.026,4.273,1.033
2025-07-03 09:00:00,SC01,L1,E01,3.647,4.346,0.936
2025-07-03 10:00:00,SC01,L1,E01,4.062,2.685,1.042
2025-07-03 11:00:00,SC01,L1,E01,4.21,5.627,1.08
2025-07-03 12:00:00,SC01,L1,E01,3.849,5.307,0.987
2025-07-03 13:00:00,SC01,L1,E01,5.137,5.573,1.318
2025-07-03 14:00:00,SC01,L1,E01,3.654,3.599,0.937
2025-07-03 15:00:00,SC01,L1,E01,4.359,5.201,1.118
2025-07-03 16:00:00,SC01,L1,E01,4.677,4.035,1.2
2025-07-03 17:00:00,SC01,L1,E01,4.351,4.328,1.116
2025-07-03 18:00:00,SC01,L1,E01,4.865,6.485,1.248
2025-07-03 19:00:00,SC01,L1,E01,3.9,5.322,1.001
2025-07-03 20:00:00,SC01,L1,E01,4.745,6.367,1.217
2025-07-03 21:00:00,SC01,L1,E01,4.769,3.863,1.223
2025-07-03 22:00:00,SC01,L1,E01,5.022,3.947,1.288
2025-07-03 23:00:00,SC01,L1,E01,2.739,2.295,0.703
2025-07-04 00:00:00,SC01,L1,E01,4.654,4.436,1.194
2025-07-04 01:00:00,SC01,L1,E01,4.968,4.23,1.275
2025-07-04 02:00:00,SC01,L1,E01,3.918,3.524,1.005
2025-07-04 03:00:00,SC01,L1,E01,3.809,4.177,0.977
2025-07-04 04:00:00,SC01,L1,E01,3.686,4.46,0.946
2025-07-04 05:00:00,SC01,L1,E01,3.422,4.066,0.878
2025-07-04 06:00:00,SC01,L1,E01,4.78,5.982,1.226
2025-07-04 07:00:00,SC01,L1,E01,6.073,3.8,1.558
2025-07-04 08:00:00,SC01,L1,E01,3.802,2.427,0.976
2025-07-04 09:00:00,SC01,L1,E01,3.874,4.771,0.994
2025-07-04 10:00:00,SC01,L1,E01,4.26,4.372,1.093
2025-07-04 11:00:00,SC01,L1,E01,2.966,3.151,0.761
2025-07-04 12:00:00,SC01,L1,E01,3.691,2.37,0.947
2025-07-04 13:00:00,SC01,L1,E01,4.202,3.379,1.078
2025-07-04 14:00:00,SC01,L1,E01,3.532,3.923,0.906
2025-07-04 15:00:00,SC01,L1,E01,5.205,6.701,1.335
2025-07-04 16:00:00,SC01,L1,E01,3.212,4.284,0.824
2025-07-04 17:00:00,SC01,L1,E01,4.968,4.97,1.275
2025-07-04 18:00:00,SC01,L1,E01,5.422,5.619,1.391
2025-07-04 19:00:00,SC01,L1,E01,4.553,5.766,1.168
2025-07-04 20:00:00,SC01,L1,E01,4.137,4.262,1.061
2025-07-04 21:00:00,SC01,L1,E01,4.444,4.504,1.14
2025-07-04 22:00:00,SC01,L1,E01,3.895,5.157,0.999
2025-07-04 23:00:00,SC01,L1,E01,2.618,3.226,0.672
2025-07-05 00:00:00,SC01,L1,E01,1.765,2.343,0.453
2025-07-05 01:00:00,SC01,L1,E01,2.539,1.967,0.651
2025-07-05 02:00:00,SC01,L1,E01,1.796,1.831,0.461
2025-07-05 03:00:00,SC01,L1,E01,2.218,2.825,0.569
2025-07-05 04:00:00,SC01,L1,E01,2.932,2.02,0.752
2025-07-05 05:00:00,SC01,L1,E01,2.664,3.292,0.684
2025-07-05 06:00:00,SC01,L1,E01,3.395,2.534,0.871
2025-07-05 07:00:00,SC01,L1,E01,2.784,3.47,0.714
2025-07-05 08:00:00,SC01,L1,E01,2.831,3.084,0.726
2025-07-05 09:00:00,SC01,L1,E01,1.979,1.493,0.508
2025-07-05 10:00:00,SC01,L1,E01,1.483,1.452,0.381
2025-07-05 11:00:00,SC01,L1,E01,2.218,2.541,0.569
2025-07-05 12:00:00,SC01,L1,E01,1.967,2.177,0.505
2025-07-05 13:00:00,SC01,L1,E01,11.142,10.493,2.858
2025-07-05 14:00:00,SC01,L1,E01,10.213,13.475,2.62
2025-07-05 15:00:00,SC01,L1,E01,3.222,3.272,0.827
2025-07-05 16:00:00,SC01,L1,E01,1.964,1.973,0.504
2025-07-05 17:00:00,SC01,L1,E01,2.257,1.467,0.579
2025-07-05 18:00:00,SC01,L1,E01,2.532,3.387,0.65
2025-07-05 19:00:00,SC01,L1,E01,3.447,2.557,0.884
2025-07-05 20:00:00,SC01,L1,E01,3.955,4.045,1.015
2025-07-05 21:00:00,SC01,L1,E01,4.01,4.984,1.029
2025-07-05 22:00:00,SC01,L1,E01,1.523,1.176,0.391
2025-07-05 23:00:00,SC01,L1,E01,2.25,2.299,0.577
2025-07-06 00:00:00,SC01,L1,E01,2.098,1.662,0.538
2025-07-06 01:00:00,SC01,L1,E01,2.845,3.436,0.73
2025-07-06 02:00:00,SC01,L1,E01,2.796,2.94,0.717
2025-07-06 03:00:00,SC01,L1,E01,2.082,2.675,0.534
2025-07-06 04:00:00,SC01,L1,E01,2.019,2.656,0.518
2025-07-06 05:00:00,SC01,L1,E01,1.75,1.959,0.449
2025-07-06 06:00:00,SC01,L1,E01,0.425,0.502,0.109
2025-07-06 07:00:00,SC01,L1,E01,1.51,1.569,0.387
2025-07-06 08:00:00,SC01,L1,E01,3.242,2.942,0.832
2025-07-06 09:00:00,SC01,L1,E01,3.72,4.161,0.954
2025-07-06 10:00:00,SC01,L1,E01,3.627,4.811,0.93
2025-07-06 11:00:00,SC01,L1,E01,3.276,3.057,0.84
2025-07-06 12:00:00,SC01,L1,E01,1.739,1.481,0.446
2025-07-06 13:00:00,SC01,L1,E01,1.603,1.46,0.411
2025-07-06 14:00:00,SC01,L1,E01,1.1,1.043,0.282
2025-07-06 15:00:00,SC01,L1,E01,2.082,1.372,0.534
2025-07-06 16:00:00,SC01,L1,E01,2.618,2.615,0.672
2025-07-06 17:00:00,SC01,L1,E01,1.742,1.734,0.447
2025-07-06 18:00:00,SC01,L1,E01,2.893,3.098,0.742
2025-07-06 19:00:00,SC01,L1,E01,3.07,2.733,0.788
2025-07-06 20:00:00,SC01,L1,E01,2.169,2.365,0.556
2025-07-06 21:00:00,SC01,L1,E01,1.476,1.923,0.379
2025-07-06 22:00:00,SC01,L1,E01,11.565,15.779,2.967
2025-07-06 23:00:00,SC01,L1,E01,2.576,2.749,0.661
2025-07-07 00:00:00,SC01,L1,E01,5.8,3.678,1.488
2025-07-07 01:00:00,SC01,L1,E01,4.321,5.943,1.109
2025-07-07 02:00:00,SC01,L1,E01,4.377,5.098,1.123
2025-07-07 03:00:00,SC01,L1,E01,3.476,3.02,0.892
2025-07-07 04:00:00,SC01,L1,E01,3.908,2.805,1.003
2025-07-07 05:00:00,SC01,L1,E01,3.0,2.144,0.77
2025-07-07 06:00:00,SC01,L1,E01,3.172,2.329,0.814
2025-07-07 07:00:00,SC01,L1,E01,4.84,3.081,1.242
2025-07-07 08:00:00,SC01,L1,E01,4.021,5.315,1.032
2025-07-07 09:00:00,SC01,L1,E01,3.909,4.037,1.003
2025-07-07 10:00:00,SC01,L1,E01,3.655,4.24,0.938
2025-07-07 11:00:00,SC01,L1,E01,3.939,4.973,1.01
2025-07-07 12:00:00,SC01,L1,E01,5.154,6.356,1.322
2025-07-07 13:00:00,SC01,L1,E01,4.363,5.698,1.119
2025-07-07 14:00:00,SC01,L1,E01,3.303,4.538,0.847
2025-07-07 15:00:00,SC01,L1,E01,5.072,4.824,1.301
2025-07-07 16:00:00,SC01,L1,E01,5.627,7.655,1.444
2025-07-07 17:00:00,SC01,L1,E01,4.643,5.472,1.191
2025-07-07 18:00:00,SC01,L1,E01,4.96,3.257,1.273
2025-07-07 19:00:00,SC01,L1,E01,5.224,5.984,1.34
2025-07-07 20:00:00,SC01,L1,E01,2.922,3.358,0.75
2025-07-07 21:00:00,SC01,L1,E01,5.739,7.602,1.472
2025-07-07 22:00:00,SC01,L1,E01,5.126,4.605,1.315
2025-07-07 23:00:00,SC01,L1,E01,4.638,4.953,1.19
2025-07-08 00:00:00,SC01,L1,E01,4.147,2.529,1.064
2025-07-08 01:00:00,SC01,L1,E01,3.177,2.751,0.815
2025-07-08 02:00:00,SC01,L1,E01,3.982,2.588,1.022
2025-07-08 03:00:00,SC01,L1,E01,4.606,4.687,1.182
2025-07-08 04:00:00,SC01,L1,E01,3.364,4.218,0.863
2025-07-08 05:00:00,SC01,L1,E01,4.191,3.207,1.075
2025-07-08 06:00:00,SC01,L1,E01,3.3,3.373,0.847
2025-07-08 07:00:00,SC01,L1,E01,3.94,3.007,1.011
2025-07-08 08:00:00,SC01,L1,E01,3.165,2.205,0.812
2025-07-08 09:00:00,SC01,L1,E01,3.081,3.108,0.79
2025-07-08 10:00:00,SC01,L1,E01,4.519,2.998,1.159
2025-07-08 11:00:00,SC01,L1,E01,3.783,4.048,0.971
2025-07-08 12:00:00,SC01,L1,E01,3.859,2.412,0.99
2025-07-08 13:00:00,SC01,L1,E01,3.74,2.564,0.96
2025-07-08 14:00:00,SC01,L1,E01,6.426,6.683,1.649
2025-07-08 15:00:00,SC01,L1,E01,4.733,5.079,1.214
2025-07-08 16:00:00,SC01,L1,E01,4.819,3.003,1.236
2025-07-08 17:00:00,SC01,L1,E01,3.627,3.84,0.93
2025-07-08 18:00:00,SC01,L1,E01,4.651,5.911,1.193
2025-07-08 19:00:00,SC01,L1,E01,4.065,4.788,1.043
2025-07-08 20:00:00,SC01,L1,E01,3.62,2.552,0.929
2025-07-08 21:00:00,SC01,L1,E01,5.791,6.219,1.486
2025-07-08 22:00:00,SC01,L1,E01,4.705,5.354,1.207
2025-07-08 23:00:00,SC01,L1,E01,4.665,2.938,1.197
2025-07-09 00:00:00,SC01,L1,E01,3.47,4.456,0.89
2025-07-09 01:00:00,SC01,L1,E01,3.231,4.281,0.829
2025-07-09 02:00:00,SC01,L1,E01,4.201,5.379,1.078
2025-07-09 03:00:00,SC01,L1,E01,3.788,4.772,0.972
2025-07-09 04:00:00,SC01,L1,E01,4.737,5.666,1.215
2025-07-09 05:00:00,SC01,L1,E01,4.791,5.302,1.229
2025-07-09 06:00:00,SC01,L1,E01,4.3,4.914,1.103
2025-07-09 07:00:00,SC01,L1,E01,4.909,6.113,1.259
