timestamp,site_code,line_code,equip_code,kwh,kw_demand,kvarh
2025-08-01 00:00:00,SC01,L1,E01,5.127,6.626,1.315
2025-08-01 01:00:00,SC01,L1,E01,5.511,7.18,1.414
2025-08-01 02:00:00,SC01,L1,E01,5.818,7.138,1.493
2025-08-01 03:00:00,SC01,L1,E01,4.513,4.181,1.158
2025-08-01 04:00:00,SC01,L1,E01,4.937,6.84,1.267
2025-08-01 05:00:00,SC01,L1,E01,4.496,4.063,1.153
2025-08-01 06:00:00,SC01,L1,E01,5.37,5.965,1.378
2025-08-01 07:00:00,SC01,L1,E01,4.594,3.348,1.179
2025-08-01 08:00:00,SC01,L1,E01,4.891,6.771,1.255
2025-08-01 09:00:00,SC01,L1,E01,3.339,3.884,0.857
2025-08-01 10:00:00,SC01,L1,E01,4.062,4.886,1.042
2025-08-01 11:00:00,SC01,L1,E01,4.898,3.197,1.257
2025-08-01 12:00:00,SC01,L1,E01,4.826,5.844,1.238
2025-08-01 13:00:00,SC01,L1,E01,4.966,6.058,1.274
2025-08-01 14:00:00,SC01,L1,E01,4.344,4.941,1.114
2025-08-01 15:00:00,SC01,L1,E01,3.726,3.105,0.956
2025-08-01 16:00:00,SC01,L1,E01,4.2,4.165,1.078
2025-08-01 17:00:00,SC01,L1,E01,4.285,2.949,1.099
2025-08-01 18:00:00,SC01,L1,E01,4.441,4.34,1.139
2025-08-01 19:00:00,SC01,L1,E01,3.473,2.761,0.891
2025-08-01 20:00:00,SC01,L1,E01,4.035,3.547,1.035
2025-08-01 21:00:00,SC01,L1,E01,4.176,3.049,1.071
2025-08-01 22:00:00,SC01,L1,E01,2.453,1.924,0.629
2025-08-01 23:00:00,SC01,L1,E01,4.913,3.249,1.26
2025-08-02 00:00:00,SC01,L1,E01,2.68,3.58,0.687
2025-08-02 01:00:00,SC01,L1,E01,2.761,2.828,0.708
2025-08-02 02:00:00,SC01,L1,E01,2.136,1.96,0.548
2025-08-02 03:00:00,SC01,L1,E01,3.017,3.102,0.774
2025-08-02 04:00:00,SC01,L1,E01,1.883,2.076,0.483
2025-08-02 05:00:00,SC01,L1,E01,2.008,2.686,0.515
2025-08-02 06:00:00,SC01,L1,E01,3.051,2.267,0.783
2025-08-02 07:00:00,SC01,L1,E01,2.834,2.371,0.727
2025-08-02 08:00:00,SC01,L1,E01,1.526,2.107,0.392
2025-08-02 09:00:00,SC01,L1,E01,3.81,3.418,0.978
2025-08-02 10:00:00,SC01,L1,E01,1.942,1.2,0.498
2025-08-02 11:00:00,SC01,L1,E01,2.442,1.754,0.627
2025-08-02 12:00:00,SC01,L1,E01,3.946,2.451,1.012
2025-08-02 13:00:00,SC01,L1,E01,0.901,1.253,0.231
2025-08-02 14:00:00,SC01,L1,E01,1.183,0.974,0.304
2025-08-02 15:00:00,SC01,L1,E01,2.902,3.885,0.744
2025-08-02 16:00:00,SC01,L1,E01,0.566,0.79,0.145
2025-08-02 17:00:00,SC01,L1,E01,0.914,0.987,0.234
2025-08-02 18:00:00,SC01,L1,E01,3.488,2.186,0.895
