timestamp,site_code,line_code,equip_code,kwh,kw_demand,kvarh
2025-04-01 00:00:00,SC01,L1,E01,3.851,2.434,0.988
2025-04-01 01:00:00,SC01,L1,E01,1.569,2.179,0.403
2025-04-01 02:00:00,SC01,L1,E01,3.92,3.419,1.006
2025-04-01 03:00:00,SC01,L1,E01,4.432,3.765,1.137
2025-04-01 04:00:00,SC01,L1,E01,4.819,6.384,1.236
2025-04-01 05:00:00,SC01,L1,E01,4.49,4.796,1.152
2025-04-01 06:00:00,SC01,L1,E01,3.85,2.972,0.988
2025-04-01 07:00:00,SC01,L1,E01,5.619,7.368,1.441
2025-04-01 08:00:00,SC01,L1,E01,3.42,4.77,0.877
2025-04-01 09:00:00,SC01,L1,E01,4.028,2.696,1.033
2025-04-01 10:00:00,SC01,L1,E01,3.383,4.364,0.868
2025-04-01 11:00:00,SC01,L1,E01,4.263,3.89,1.094
2025-04-01 12:00:00,SC01,L1,E01,5.518,5.625,1.416
2025-04-01 13:00:00,SC01,L1,E01,4.134,5.507,1.061
2025-04-01 14:00:00,SC01,L1,E01,4.139,5.707,1.062
2025-04-01 15:00:00,SC01,L1,E01,2.89,2.341,0.742
2025-04-01 16:00:00,SC01,L1,E01,4.018,3.095,1.031
2025-04-01 17:00:00,SC01,L1,E01,5.168,3.433,1.326
2025-04-01 18:00:00,SC01,L1,E01,4.047,4.247,1.038
2025-04-01 19:00:00,SC01,L1,E01,3.993,2.439,1.024
2025-04-01 20:00:00,SC01,L1,E01,5.132,4.77,1.317
2025-04-01 21:00:00,SC01,L1,E01,3.996,2.632,1.025
2025-04-01 22:00:00,SC01,L1,E01,5.281,4.88,1.355
2025-04-01 23:00:00,SC01,L1,E01,3.22,2.035,0.826
2025-04-02 00:00:00,SC01,L1,E01,4.79,6.074,1.229
2025-04-02 01:00:00,SC01,L1,E01,5.564,4.272,1.428
2025-04-02 02:00:00,SC01,L1,E01,5.054,4.359,1.296
2025-04-02 03:00:00,SC01,L1,E01,2.753,3.569,0.706
2025-04-02 04:00:00,SC01,L1,E01,3.737,4.473,0.959
2025-04-02 05:00:00,SC01,L1,E01,4.054,3.143,1.04
2025-04-02 06:00:00,SC01,L1,E01,5.055,3.324,1.297
2025-04-02 07:00:00,SC01,L1,E01,3.182,3.731,0.816
2025-04-02 08:00:00,SC01,L1,E01,3.432,3.132,0.88
2025-04-02 09:00:00,SC01,L1,E01,2.963,3.594,0.76
2025-04-02 10:00:00,SC01,L1,E01,3.587,3.43,0.92
2025-04-02 11:00:00,SC01,L1,E01,3.246,2.846,0.833
2025-04-02 12:00:00,SC01,L1,E01,5.526,5.31,1.418
2025-04-02 13:00:00,SC01,L1,E01,3.729,4.471,0.957
2025-04-02 14:00:00,SC01,L1,E01,4.8,6.345,1.231
2025-04-02 15:00:00,SC01,L1,E01,4.262,2.727,1.093
2025-04-02 16:00:00,SC01,L1,E01,4.25,4.332,1.09
2025-04-02 17:00:00,SC01,L1,E01,3.774,2.364,0.968
2025-04-02 18:00:00,SC01,L1,E01,4.863,4.74,1.248
2025-04-02 19:00:00,SC01,L1,E01,4.371,5.718,1.121
2025-04-02 20:00:00,SC01,L1,E01,4.325,3.846,1.109
2025-04-02 21:00:00,SC01,L1,E01,3.773,5.078,0.968
